HIP,RA_J2000,DE_J2000,Plx,pmRA,pmDE,Vmag,B-V
28254,"5,970311","6,511328","6,91","-10,41","-17,82","8,42","0,415"
17503,"3,748058","19,830622","6,92","21,06","-15,44","8,47","0,574"
20859,"4,470043","22,332771","6,92","1,49","-11,03","8,66","0,452"
23068,"4,963513","23,948562","6,92","2,61","-9,37","5,79","1,109"
16363,"3,513239","5,152625","6,93","-20,02","-16,02","7,34","0,436"
19831,"4,252379","3,957399","6,93","24,63","-13,3","7,7","0,09"
21269,"4,563382","9,413567","6,93","-6,14","-22,96","6,01","1,061"
23253,"5,003857","20,927765","6,93","-0,68","-11,29","8,28","0,12"
26795,"5,690775","3,778039","6,93","34,52","6,16","6,82","1,12"
24703,"5,299181","8,104855","6,94","-12,47","57,9","7,36","1,052"
15536,"3,335632","14,834281","6,95","-17,4","-19,96","9,77","0,624"
16342,"3,510363","8,574756","6,95","24,53","-21,26","9,72","0,608"
22264,"4,793617","11,786700","6,95","-16,42","10,2","8,94","0,502"
23899,"5,135106","3,748583","6,95","-1,88","-1,11","7,23","0,095"
22623,"4,867642","19,230100","6,96","-8,04","-16,39","10,24","0,504"
24933,"5,342232","5,663799","6,96","19,17","-11,51","8,7","0,498"
14536,"3,127901","7,245869","6,97","4,8","-4,95","9,01","0,36"
14567,"3,134934","16,925461","6,97","-27,89","-3,36","8,32","0,4"
14607,"3,144109","8,471070","6,97","-3,4","73,32","6,28","1,026"
17826,"3,814323","11,708798","6,97","-12,69","-6,29","8,2","0,4"
14266,"3,066012","7,281699","6,98","9,39","-0,13","8,08","0,348"
25309,"5,413513","23,587271","6,98","4,41","-25,69","9,62","0,634"
16072,"3,449937","23,776650","6,99","262,7","-342,88","10,81","0,544"
27751,"5,874133","6,209428",7,"-7,43","-18,97","6,9","0,996"
21408,"4,595156","19,881791","7,03","-21,88","-16,5","6,33","0,754"
23695,"5,092250","19,806723","7,03","-10,61","-12,36","6,48","0,219"
25068,"5,366272","22,953778","7,03","7,51","-8,99","8,86","1,349"
28620,"6,041895","13,289632","7,05","56,38","-64,33","7,9","0,485"
15117,"3,248832","12,432396","7,06","19,32","-16,58","9,48","0,652"
15627,"3,353785","21,147086","7,06","21,68","-22,41","5,27","-0,067"
15850,"3,402814","12,629590","7,06","25,97","-21,32","6,03","1,227"
22743,"4,892806","23,315663","7,06","2,17","3,57","6,55","1,036"
22935,"4,935176","22,576560","7,06","39,12","-52,62","7,16","1,21"
17337,"3,710348","8,634604","7,07","-29,76","-28,75","7,05","0,273"
20960,"4,494639","12,175768","7,07","5,81","-36,56","8,33","0,576"
25502,"5,453860","15,257630","7,07","-5,49","-10,08","6,18","0,083"
27020,"5,730859","11,405722","7,08","15,83","14,27","7,42","1,09"
17778,"3,806094","10,793061","7,09","-19,21","-118,44","7,93","0,765"
13892,"2,981409","21,617728","7,1","40,49","-17,35","6,69","0,235"
15662,"3,362054","13,431794","7,1","71,53","-155,77","11,1",      
25613,"5,472038","21,443623","7,1","8,25","-24,79","8,67","0,486"
19484,"4,173097","22,833880","7,12","32,86","-30,47","9,83","0,538"
18520,"3,959924","11,496920","7,13","-0,3","-23,53","8,51","0,2"
15550,"3,339066","19,730357","7,14","16,03","-14,2","7,6","0,188"
22852,"4,916402","5,381967","7,15","190,28","-43,36","12,39","0,57"
27932,"5,909952","5,353688","7,15","-8,79","-9,48","8,26","0,873"
21082,"4,518664","15,105037","7,16","42,72","-52,75","6,28","1,725"
16613,"3,563470","18,227789","7,17","55,07","-1,94","7,99","1,062"
18265,"3,907564","5,174611","7,17","9,91","-24,38","7,44","0,409"
20732,"4,443437","14,713782","7,17","-7,57","-31,15","4,69","0,979"
15687,"3,368077","4,210598","7,18","25,03","9,86","7,47","1,154"
28261,"5,971407","5,822567","7,18","11,33","-21,46","8,45","0,205"
17469,"3,743292","11,137678","7,19","14,41","8,64","8,66","0,519"
19361,"4,147709","23,871138","7,19","52,1","-11,03","6,97","1,143"
20071,"4,304039","22,806840","7,19","-9,8","-26,31","7,56","0,549"
26880,"5,706838","20,612613","7,19","-2,83","-21,38","7,94","0,129"
13786,"2,957959","16,293711","7,2","76,1","-39,81","6,9","1,2"
18715,"4,009055","10,167497","7,2","9,54","-6,13","8,25","0,18"
22927,"4,934166","11,242869","7,2","-11,89","-2,69","8,56","0,29"
20515,"4,396053","6,378961","7,21","-10,17","3,77","8,69","0,316"
21314,"4,576201","20,324668","7,21","61,57","-103,21","9,93","0,573"
19663,"4,213023","11,171307","7,22","-2,88","-36,75","8,09","0,378"
14062,"3,019709","19,402775","7,23","12,38","-27,72","8,44","0,513"
18467,"3,947211","13,367060","7,23","14,84","5,01","9,82","0,552"
15519,"3,333122","17,500966","7,24","33,77","45,41","7,77","0,335"
26951,"5,718840","20,072898","7,24","8,33","-34,08","9,86","0,466"
15894,"3,412399","14,973836","7,25","-0,23","-3,88","8,18","0,22"
25250,"5,399187","19,999250","7,25","22,86","-48,95","8,4","0,588"
15109,"3,248106","15,527143","7,27","171,94","-56,02","9,51","0,642"
19266,"4,129305","4,319688","7,27","-9,21","-5,27","9,18","0,395"
13967,"2,997492","7,526684","7,28","32,06","-1,52","8,95","0,473"
15823,"3,397925","16,721356","7,28","22,75","-8,48","8,49","0,41"
18549,"3,968479","12,769416","7,28","43,31","-5,02","8,51","0,137"
19229,"4,121879","13,538310","7,28","-25,06","-7,44","7,87","0,31"
21706,"4,660737","21,517484","7,28","-8,17","-33,08","8,09","0,529"
17289,"3,701312","22,858564","7,29","19,7","-41,66","9,17","0,463"
17330,"3,709583","4,139647","7,29","-19,08","9,19","9,68","0,458"
21676,"4,653432","10,924297","7,29","-4,26","3,9","10,21","0,658"
19669,"4,213626","19,538764","7,3","-9,55","-18,03","7,79","0,456"
14143,"3,039588","4,352884","7,32","16,7","5,64","5,62","-0,107"
15113,"3,248680","13,142368","7,32","37,47","-6,05","9,64","0,6"
18576,"3,976448","15,086095","7,32","3,82","-44,38","8,41","0,727"
19376,"4,150436","13,398281","7,32","14,76","-7,3","5,94","0,052"
22918,"4,931972","22,271806","7,32","34,94","-67,84","9,57","0,457"
24483,"5,253390","4,270397","7,32","-0,1","16,96","7,52","0,233"
25216,"5,393807","16,699298","7,32","-27,5","-21,87","6,09","0,141"
22722,"4,887335","8,556027","7,33","11,87","3,72","7,67","0,206"
28029,"5,927511","13,001883","7,33","31,08","-4,92","7,69","1,006"
28433,"6,004773","12,611399","7,33","1,13","-11,73","6,8","-0,043"
16671,"3,575937","14,175846","7,34","-46,86","15,02","8,79","0,615"
18033,"3,854408","13,046078","7,36","20,62","-22,18","6,3","-0,058"
15586,"3,346031","23,183969","7,38","-3,41","-13,07","8,48","0,392"
16174,"3,472930","22,059076","7,38","12,38","-4,3","8,59","1,054"
17059,"3,657261","9,065168","7,38","56,58","-2,1","8,79","0,529"
21630,"4,644248","17,408091","7,38","12,65","-11,64","7,89","0,403"
14036,"3,012262","10,870388","7,39","81,25","-34,38","5,93","1,593"
22834,"4,913273","7,779097","7,39","-21,74","-27,14","5,33","1,214"
25037,"5,361244","12,668312","7,39","5,67","-29,35","7,95","0,351"
15597,"3,347629","20,509430","7,4","5,89","-23,2","6,78","1,168"
21432,"4,601283","9,204821","7,41","12,77","0,14","9,66","0,538"
24510,"5,257390","7,055512","7,42","-4,89","9,3","8,36","0,548"
16695,"3,580300","6,417691","7,43","-23,43","-17,03","6,49","0,642"
18855,"4,042356","4,464284","7,43","-11,21","-60,47",10,"0,668"
27310,"5,785548","15,463474","7,43","14,11","-18,04","8,98","0,446"
20731,"4,443364","7,085802","7,45","-0,38","-7,88","10,15","0,364"
23077,"4,965489","9,517653","7,45","22,05","1,56","9,41","0,521"
14631,"3,150261","12,859670","7,46","-4,64","7,6","7,23","0,92"
15064,"3,235666","15,590418","7,46","23,36","-12,26","7,17","0,072"
16859,"3,616118","23,211069","7,46","-15,42","-18,36","6,72","0,123"
17746,"3,800087","16,962506","7,46","67,95","-17,66","7,98","0,406"
24456,"5,247125","20,880184","7,46","-0,5","-16,06","9,56","0,412"
22916,"4,931653","7,404185","7,47","-3,42","-8,6","8,99","0,376"
26986,"5,725896","4,504831","7,47","8,26","-26,52","9,17","0,409"
23457,"5,042076","7,424031","7,48","-22,9","-16,66","6,86","0,958"
25890,"5,526818","17,114692","7,48","-27,96",-78,"9,37","0,698"
19860,"4,258905","8,892357","7,5","20,39","-21,75","4,27","-0,054"
17995,"3,846182","8,447752","7,51","68,39","-37,33","8,04","0,525"
18551,"3,970282","14,186880","7,51","0,53","-11,72","9,69","0,48"
18634,"3,988808","13,975045","7,51","-9,77","-59,6","6,77","1,178"
19636,"4,207943","4,819855","7,53","33,91","15,65","8,94","0,563"
23162,"4,983301","13,690797","7,54","-13,58","-14,73","9,97","0,657"
25209,"5,392907","5,821793","7,54","41,18","-51,45","8,1","0,445"
17149,"3,672711","11,731671","7,55","46,21","40,97","9,48","0,771"
20936,"4,489076","5,794604","7,55","-20,24","-18,23","10,28","0,441"
21335,"4,578787","11,499368","7,55","30,49","0,87","8,55","0,439"
14384,"3,092594","6,195490","7,56","18,18","-25,27","9,74","0,553"
18620,"3,984288","23,628097","7,56","-6,37","0,75","7,36","1,067"
24820,"5,320748","20,134596","7,56","-34,12","-26,54","6,12","1,02"
17413,"3,731216","16,022059","7,58","21,45","-85,86","8,58","0,441"
15628,"3,353899","3,856869","7,59","58,87","-14,04","8,9","0,389"
16246,"3,489493","15,232547","7,59","-26,12","-14,24","9,24","0,463"
21542,"4,625482","14,302022","7,59","-8,95","-16,3","9,03","0,642"
23239,"5,000436","10,390773","7,59","8,02","-8,01","7,98","0,3"
20447,"4,380822","9,771325","7,6","14,13","-56,33","8,11","0,457"
14352,"3,084763","3,997183","7,61","-17,06","-19,71","9,92","0,568"
16738,"3,588687","11,396758","7,61","176,85","0,25","8,29","0,575"
15189,"3,262796","21,165141","7,62","59,12","5,16","7,91","0,359"
20014,"4,292301","7,947048","7,62","29,91","6,25","10,59","0,666"
20268,"4,344790","6,130798","7,62","-13,06","-44,79","5,76","0,914"
19112,"4,098024","10,973254","7,63","-4,31","-72,08","8,16",0
27989,"5,919529","7,407063","7,63","27,33","10,86","0,45","1,5"
22557,"4,854115","24,290786","7,64","-3,65","-23,3","8,85","0,475"
17658,"3,782244","9,530385","7,65","-17,79","-20,92","7,98","0,228"
17779,"3,806220","8,580379","7,65","92,26","-17,14","7,4","1,107"
25572,"5,465391","23,293059","7,65",-2,"-47,03","8,24","0,7"
17215,"3,687358","10,657284","7,66","7,38","-2,81","10,23","0,559"
20830,"4,464137","10,020904","7,67","3,72","-8,31","8,26","0,442"
23601,"5,074583","7,830282","7,67","21,04","-10,28","7,15","0,997"
14910,"3,206914","16,516735","7,68","-5,85","-15,19","7,33","0,181"
20952,"4,492413","13,894709","7,68","176,16","-15,25","7,72","1,216"
22886,"4,922802","15,196856","7,68","40,08","-80,35","9,26","0,635"
23980,"5,154058","11,493216","7,68","-6,86","-22,74","8,47","0,41"
13954,"2,995250","8,907365","7,69","9,22","-14,92","4,71","-0,109"
20782,"4,451659","18,210267","7,69","-5,93","-33,28","9,57","0,609"
22947,"4,937276","21,572348","7,69","22,56","-24,52","7,35","0,284"
28728,"6,068262","21,494138","7,69","3,28","-16,07","7,77","0,2"
28169,"5,952209","20,977453","7,7",13,"-26,89","7,91","0,271"
18091,"3,866890","19,596858","7,71","13,35","-46,2","10,5","0,635"
21251,"4,559180","18,016722","7,71","12,44","-16,74","6,24","0,077"
22913,"4,930598","15,040278","7,71","-4,54","-11,54","5,79","-0,085"
20181,"4,326028","21,065143","7,72","2,28","-15,94","8,6","0,627"
27316,"5,786987","14,488322","7,72","3,84","-42,3","5,72","0,077"
15882,"3,409578","22,040317","7,74","23,14","-18,17","6,91","0,11"
16304,"3,503213","14,252724","7,74","3,2","-9,94","9,27","0,47"
15100,"3,246447","20,341352","7,76","-13,28","2,56","9,16","0,38"
15552,"3,339236","23,689288","7,76","30,52","-56,38","7,46","0,279"
14334,"3,080620","8,113607","7,77","7,13","11,85","9,99","0,6"
27211,"5,767397","5,100701","7,77","2,51","-17,69","8,6","0,973"
14378,"3,091744","20,902374","7,78","27,45","-27,64","7,73","0,3"
16077,"3,450894","18,756554","7,78","35,7","2,41","6,54","0,188"
17043,"3,653667","21,843252","7,78","21,89","-41,6","7,27","0,068"
27263,"5,779040","11,050417","7,78","56,64","-57,82","7,6","0,717"
14021,"3,008751","18,004974","7,79","-2,61","-26,24","6,74","0,046"
13787,"2,958084","7,778027","7,8","36,83","-47,88","8,95","0,422"
13921,"2,988998","12,002893","7,8","-28,56","26,98","10,22","0,56"
23344,"5,021284","4,110284","7,8","154,34","-146,31","9,79","0,413"
14477,"3,113944","5,650040","7,82","56,57","-54,85","8,21","0,417"
16322,"3,506797","11,336442","7,82","-11,71","-16,08","5,14","-0,041"
22118,"4,760080","21,460523","7,82","16,06","37,45","9,93","0,644"
26451,"5,627413","21,142549","7,82","2,39","-18,04","2,97","-0,148"
22475,"4,835966","10,604856","7,83","17,08","-68,94","7,94","0,41"
23542,"5,062667","6,640319","7,84","0,07","-35,92","7,52","0,926"
13533,"2,904987","15,495463","7,86","84,54","-31,53","8,57","0,418"
15267,"3,282498","23,126759","7,86","8,72","-70,4","7,32","1,296"
20789,"4,454847","22,996337","7,86","-0,35","-13,25","5,53","-0,098"
27004,"5,728397","4,004256","7,86","-0,45","-2,2","7,89","0,326"
19464,"4,168051","24,114903","7,87","-6,84","-15,4","9,55",      
20371,"4,362595","13,584932","7,87","-4,75","-0,72","7,37","0,172"
23588,"5,072598","8,205173","7,87","9,27","1,91","8,44","1,105"
26475,"5,631476","15,915894","7,87","15,77","9,82","8,31","0,541"
15083,"3,242224","12,656933","7,88","69,3","-32,89","9,36","0,801"
17000,"3,644645","22,659612","7,88","19,34","-45,29","6,71","-0,001"
28195,"5,958187","23,148289","7,88","-9,42","-7,63","8,7","0,9"
24807,"5,318358","10,533499","7,9","-20,47","-31,55","8,07","0,529"
20740,"4,444154","14,220608","7,92","-39,05","54,76","9,23","0,527"
20481,"4,389621","10,820164","7,94","9,93","-4,23","10,88","0,444"
21107,"4,523348","7,814910","7,95","3,68","-9,27","9,24","0,703"
13526,"2,903484","5,048317","7,97","-15,48","-9,47","7,63","0,153"
17309,"3,705263","19,700254","7,97","5,82","-13,24","5,68","-0,016"
24789,"5,314701","13,567175","7,97","-7,63","-8,36","7,45","0,033"
13682,"2,937237","4,048439","7,98","4,71","-5,23","7,7","0,043"
16674,"3,576373","18,873872","7,98","22,7","-35,39","9,24","0,71"
20174,"4,324601","11,966178","7,98","-3,89","0,78","7,59","0,508"
13611,"2,923111","10,457306","7,99","-26,5","-23,99","7,77","0,352"
21295,"4,568963","5,568616","7,99","-15,58","-7,77","5,67","0,055"
25514,"5,456260","17,269591",8,"6,28","-18,86","9,1","0,401"
18490,"3,953135","21,323550","8,01","-6,4","-12,78","6,84","1,03"
17340,"3,711432","21,281657","8,02","2,54","4,07","7,91","0,624"
17862,"3,822708","24,380956","8,02","18,34","-44,53","6,62","-0,027"
19821,"4,250258","10,748136","8,03","-8,82","-12,37","7,69","0,228"
19857,"4,257520","4,009380","8,03","11,86","-0,63","7,35","0,167"
20780,"4,451350","18,207537","8,04","2,83","-17,77","6,94","0,021"
23303,"5,011840","10,913428","8,04","-0,45","-8,71","6,8","0,034"
13810,"2,963257","14,070043","8,05","-19,41","4,36","9,27","0,348"
14950,"3,211958","3,464827","8,05","-43,67","-44,4","9,76","0,587"
17426,"3,733355","14,620438","8,06","9,32","-25,45","8,61","0,57"
21359,"4,582948","16,994686","8,06","-0,08","-80,46","7,19","1,18"
23597,"5,074052","12,165033","8,06","23,95","-13,95","10,53","0,574"
16116,"3,460443","7,750471","8,07","23,74",-7,"7,6","0,412"
17421,"3,732422","18,896135","8,07","15,34","-22,13","9,9","0,606"
18730,"4,012373","15,475283","8,07","-36,57","-42,29","7,65","0,97"
13654,"2,930138","18,331640","8,08","-8,08","-14,91","5,76","1,452"
16469,"3,535062","16,728003","8,08","30,96","-69,91","8,6","0,512"
28696,"6,058964","8,589571","8,08","-4,63","-34,51","7,72","0,356"
17058,"3,657153","16,536685","8,09","40,42","-33,28","6,18",1
14591,"3,140321","10,795874","8,11","-61,91","-31,87","7,3","0,437"
16639,"3,568697","24,344449","8,11","19,64","-43,71","9,54","0,51"
15365,"3,301794","4,969426","8,12","-15,27","-14,91","7,99","0,287"
21340,"4,579251","8,487567","8,12","0,03","-13,21","11,04","0,591"
19436,"4,162134","24,072946","8,13","3,73","-19,5","7,36","0,202"
19549,"4,186963","18,379925","8,13","-25,19","-122,41","9,66","0,537"
19960,"4,280191","16,214385","8,13","-23,64","-25,09","6,57","1,101"
21881,"4,704084","22,956926","8,14","-2,84","-20,33","4,27","-0,112"
19054,"4,082368","20,856480","8,15","12,9","-51,39","8,94","0,821"
19373,"4,150013","4,991099","8,15","-34,37","-7,64","10,28","0,691"
23607,"5,076153","15,404105","8,15","18,4","-30,99","4,65","-0,064"
25965,"5,539453","19,122437","8,16","-14,78","-64,02","7,49","0,501"
16961,"3,636371","19,360414","8,17","20,4","-18,02","7,72","0,384"
20253,"4,340165","12,397030","8,17","-17,81","-0,75","9,29","0,467"
21954,"4,718472","9,620433","8,17","-6,33","4,09","8,63","0,414"
23847,"5,126832","15,968104","8,17","-4,78","-28,07","9,59","0,516"
26690,"5,671711","15,350331","8,18","13,96","-28,28","8,33","0,448"
15993,"3,433711","8,269976","8,2","-0,22","-11,47","9,44","0,55"
18749,"4,016221","7,850249","8,2","-8,47","-12,08","8,76","0,386"
24403,"5,234929","21,223689","8,2","13,37","-7,17","7,19","0,21"
14971,"3,216682","17,132225","8,21","35,48","-10,83","8,52","0,46"
14129,"3,037107","23,427728","8,22","7,11","-6,7","8,51","0,175"
19125,"4,100159","4,694114","8,22","-12,46","-31,54","8,8","0,511"
21980,"4,725153","12,334457","8,22","-22,44","-14,52","9,47","0,689"
22042,"4,739663","21,657577","8,22","-6,37","-15,67","8,27","0,223"
14500,"3,121528","16,077517","8,23","0,72","9,3","9,64","0,833"
17610,"3,772375","16,374132","8,23","34,69","1,63","8,09","0,359"
20522,"4,397729","9,460968","8,23","-21,02","-6,65","5,1","0,074"
19749,"4,233550","5,924567","8,25","-37,75","23,83","9,69","0,677"
16541,"3,550041","6,643017","8,26","27,07","-7,65","10,1","0,701"
24861,"5,329681","17,779790","8,26","-16,64","-24,48","10,45","0,503"
25806,"5,512041","22,462255","8,26","42,87","-20,54","6,29","1,18"
15054,"3,233465","10,453345","8,27","63,36","-67,56","8,46","0,56"
19495,"4,176581","5,614910","8,27","3,44","-21,37","8,64","0,804"
18976,"4,066125","21,070912","8,29","21,51","-10,62","8,02","0,28"
19664,"4,213176","10,607032","8,29","22,3","-48,92","9,21","0,553"
25846,"5,517564","6,460636","8,29","-28,96","-35,11","9,94","0,545"
18304,"3,913535","17,607577","8,3","-11,93","9,9","9,21","0,476"
23279,"5,009039","3,614792","8,3","18,04","-14,65","7,03","-0,033"
15214,"3,268790","7,081866","8,31","20,08","-0,41","9,4","0,453"
21682,"4,654299","7,028990","8,32","22,42","-29,45","9,43","0,62"
26617,"5,657621","3,950742","8,32","255,83","-243,74","10,35","0,64"
18778,"4,022600","9,333738","8,34","30,07","-23,33","9,91","0,73"
28534,"6,022464","18,961277","8,34","-11,77","-16,72","7,22","0,134"
17692,"3,789158","23,803347","8,35","19,78","-43,97","6,99","0,03"
16488,"3,538703","4,650128","8,36","134,47","-49,81","9,61","0,682"
27926,"5,909331","22,956176","8,37","-3,7","7,94","9,24","0,41"
22291,"4,800572","22,169839","8,38","-34,2","-31,47","9,61","0,614"
18368,"3,927156","9,929020","8,4","56,53","-15,2","8,55","0,496"
26925,"5,714909","18,980361","8,4","-6,74","-11,71","6,66","-0,015"
16122,"3,461139","4,989303","8,41","9,15","-24,48","10,6","0,577"
19685,"4,216875","9,128638","8,41","-5,24","-28,65","8,85","0,408"
17851,"3,819782","24,136712","8,42","18,71","-46,74","5,05","-0,082"
19615,"4,203149","21,535805","8,42","25,64","-15,29","8,73","0,651"
16423,"3,524540","21,821909","8,44","24,13","-49,19","8,88","0,391"
26879,"5,706750","18,687347","8,44","22,9","-36,99","8,06","0,471"
27076,"5,741831","4,339179","8,45","-19,41","-8,12","7,17","0,193"
22208,"4,776044","14,531678","8,46","10,14","17,52","8,2","0,427"
22734,"4,891020","9,491189","8,46","15,22","8,55","8,61","0,33"
15443,"3,318094","3,608561","8,47","18,43","-5,54","11,26","0,637"
23897,"5,134936","15,855240","8,48","15,82","-12,52","7,24","1,208"
26615,"5,657485","3,416444","8,49","-17,85","-28,03","9,13","0,473"
15341,"3,297155","22,832191","8,5","22,79","-43,58","7,64","0,267"
17670,"3,784327","8,954889","8,5","-32,56","26,93","7,12","1,204"
23351,"5,022055","14,204345","8,51","6,55","-3,45","8,96","0,981"
14606,"3,143989","12,378233","8,53","-26,47","-24,46","9,11","0,411"
17325,"3,708297","20,149990","8,53","19,99","-45,06","8,42","0,329"
22838,"4,913718","22,146487","8,53","-24,54","-26,28","8,01","0,402"
17847,"3,819373","24,053415","8,57","17,77","-44,7","3,62","-0,07"
17900,"3,828758","23,711855","8,58","16,5","-44,53","6,17","-0,046"
18158,"3,882083","14,382625","8,58","2,72","3,51","7,92","1,058"
18346,"3,922069","23,360397","8,61","69,97","-9,28","8,4","1,01"
17348,"3,712754","7,902952","8,62","32,79","-18,25","7,74","-0,2"
14909,"3,206905","15,042630","8,63","11,66","-34,33","10,57","0,584"
18059,"3,860173","22,031355","8,64","16,16","-30,54","6,71","1,12"
18643,"3,990526","18,662698","8,64","32,12","-29,05","10,96","0,655"
24511,"5,257541","13,378355","8,64","1,7","-27,84","10,7","0,601"
13923,"2,989573","6,652102","8,65","25,64","-40,89","7,25",0
16271,"3,496428","18,738374","8,65","-8,15","-48,09","9,01","0,47"
18431,"3,941145","23,150273","8,66","16,99","-47,06","8,34","0,269"
20810,"4,458986","15,365354","8,66","86,29","-25,06","11,05","0,808"
26480,"5,632108","7,248739","8,66","-5,83","-9,64","9,09","0,499"
23632,"5,080571","18,253932","8,67","-3,02","-15,69","7,64","0,18"
17354,"3,714472","11,960406","8,68","-16,71","1,3","8,48","0,442"
24602,"5,277049","21,232459","8,68","53,11","-26,94","10,32","0,67"
16193,"3,476761","11,390529","8,69","-5,43","-32,13","6,74","0,965"
18244,"3,902087","21,135029","8,69","7,82","-13,03","11,16","0,547"
21348,"4,580603","22,890445","8,69","-13,07","27,7","9,71","0,546"
26387,"5,617974","20,359449","8,71","-4,52","-11,69","9,3","0,487"
20822,"4,461812","5,615218","8,72","36,53","-4,35","9,94","0,715"
27450,"5,812426","18,243179","8,72","19,04","-37,36","7,25","0,384"
17873,"3,824168","11,144368","8,73","-24,87","-33,31","7,64","0,729"
16255,"3,491162","9,690803","8,74","-18,56","-33,14","10,53","0,744"
14746,"3,173766","4,258175","8,75","13,34","-5,12","9,2","0,398"
16401,"3,520403","19,783518","8,75","35,04","36,64",8,"0,483"
17531,"3,753471","24,467278","8,75","19,35","-41,63","4,3","-0,11"
15922,"3,417943","10,976461","8,77","13,24","-16,82","7,29","0,152"
16176,"3,472991","16,081299","8,77","3,64","-12,41","11,14","0,716"
18146,"3,879819","9,978739","8,77","40,23","-9,78","8,23","0,385"
18864,"4,044032","15,062026","8,78","-1,24","-59,67","8,74","0,644"
19740,"4,232329","9,263824","8,78","-9,42","-30,6","4,84","0,799"
20151,"4,319757","7,688657","8,78","2,64","11,72","10,42","0,588"
17499,"3,747927","24,113339","8,8","21,55","-44,92","3,72","-0,105"
18550,"3,968674","5,581287","8,8","43,94","-34,08","9,03","0,464"
26705,"5,675282","5,008137","8,8","-1,84","25,72","9,33","0,473"
18176,"3,887194","15,584820","8,81","-28,19","-20,01","9,23","0,555"
18724,"4,011338","12,490347","8,81","-8,15","-11,98","3,41","-0,099"
22012,"4,731548","12,685600","8,81","-5,09","-67,86","9,76","0,706"
13871,"2,977501","15,154514","8,82","1,88","-10,23","8,96","0,399"
15923,"3,418574","7,393446","8,82","37,43",-31,"9,44","0,554"
18502,"3,956601","21,553663","8,84","9,6","-43,24","8,96","0,625"
27997,"5,921060","12,895322","8,84","6,46","-17,39","8,6","0,451"
17044,"3,653743","24,466521","8,85","20,2","-45,09","10,4","0,616"
17668,"3,783826","8,664748","8,85","5,53","-26,3","10,89","0,591"
24555,"5,267815","11,341354","8,86","-8,52","-6,54","5,52","-0,012"
28834,"6,086337","15,449105","8,86",-3,"-4,61","7,75","0,128"
17185,"3,680355","6,104565","8,87","12,53","-1,22","12,27","0,683"
17702,"3,791410","24,105137","8,87","19,35","-43,11","2,85","-0,086"
19193,"4,113283","4,888301","8,88","-2,52","-34,88","8,9","0,473"
14298,"3,072285","11,136141","8,89","0,64","-50,57","8,79","0,552"
17512,"3,749703","8,319569","8,9","30,87","-26,02","9,1","0,4"
23961,"5,150265","6,904556","8,9","-2,06","-16,49","10,75","1,1"
26183,"5,581804","18,122631","8,9","26,8","-24,57","9,15","0,551"
16241,"3,488774","16,198359","8,91","23,32","-39,84","8,33","0,465"
20985,"4,500636","10,262214","8,92","-25,03","-78,44","6,47","1,038"
23451,"5,040955","7,461023","8,92","6,67","-23,32","8,13","0,199"
24714,"5,300970","3,691766","8,92","-66,49","1,91","8,21","0,387"
20318,"4,352466","10,537737","8,94","-15,95","-3,79","8,14","0,28"
24615,"5,279852","19,302284","8,94","3,45","24,18","8,88","0,642"
23057,"4,962067","7,310876","8,95","-16,22","-62,75","9,25","0,528"
21205,"4,548882","12,584591","8,96","2,36","8,63","8,72","0,855"
18297,"3,912644","9,177580","8,98","23,61","-38,45","7,42","0,069"
26930,"5,716132","14,178501","8,98","-46,14","-8,25","6,72","1,095"
17232,"3,690505","14,888624","8,99",13,"-7,57","9,66","0,489"
23579,"5,069334","19,094629","9,01","-1,87","-17,42","10,85","0,567"
26596,"5,653165","9,920554","9,02","3,41","-25,08","10,09","0,532"
15169,"3,258736","4,043939","9,03","39,02","26,22","9,86","0,549"
21604,"4,637731","20,684722","9,03","-13,89","-8,23","5,85","-0,019"
24998,"5,353324","11,109357","9,04","-16,17","-52,65","7,46","0,371"
16369,"3,514550","12,936678","9,05","18,94","-1,55","4,14","1,112"
16572,"3,555887","13,782416","9,05","-9,89","-19,84","6,9","1,06"
17704,"3,791515","24,288344","9,05","17,84","-44,94","6,83","0,066"
17573,"3,763780","24,367749","9,06","21,09","-45,03","3,87","-0,063"
25652,"5,479942","23,957988","9,06","-20,58","-40,26","8,88","0,616"
17608,"3,772104","23,948358","9,08","21,17","-42,67","4,14","-0,051"
22105,"4,757727","19,348866","9,08","132,08","-123,92","9,32","0,89"
23085,"4,968476","13,034872","9,08","10,9","-57,38","10,43","0,87"
26853,"5,701107","22,660325","9,08","-0,36","-25,09","6,35","1,194"
18732,"4,012539","5,115339","9,09","-8,55","-20,59","9,98","0,718"
19736,"4,230510","12,753701","9,09","11,6","-16,6","6,25","1,143"
26418,"5,622676","7,668903","9,13","3,18","-16,38","8,17","0,265"
15668,"3,364243","11,309447","9,15","65,11","-76,38","10,39","0,887"
19847,"4,254838","18,625422","9,15","-11,21","17,14","9,3","0,497"
21873,"4,702707","15,969878","9,15","-23,66","-27,58","8,09","0,388"
20994,"4,502223","20,876599","9,16","23,79","14,4","9,73","0,512"
21549,"4,627033","4,982790","9,17","-39,84","-8,32","7,62","0,344"
16511,"3,543319","9,373438","9,18","32,55","-49,15","5,76","-0,072"
24537,"5,264575","3,748821","9,19","-9,76","-16,9","8,6","0,527"
21155,"4,535305","5,625655","9,2","34,82","-31,74","8,76","0,455"
17225,"3,689713","23,486938","9,21","22,49","-44,32","9,17","0,437"
