recno,TYCID1,TYCID2,TYCID3,RA_J2000,DE_J2000,pmRA,pmDE,BT,VT,V,BV,HD,HIP,Plx,indexcandidate,hyades
102528,1240,336,1,3.27886,19.3845,10.8,-12.4,11.407,11.074,11.044,0.283,NULL,NULL,0,9499,0
102529,1240,339,1,3.26468,20.522,-9.8,-6.7,12.116,10.777,10.656,1.138,NULL,NULL,0,9500,0
102530,1240,350,1,3.24719,19.972,24.9,-1,11.7,10.973,10.908,0.618,NULL,NULL,0,9501,0
102531,1240,363,1,3.31416,20.0045,22.3,-21.5,9.66,9.235,9.197,0.361,NULL,NULL,0,9502,0
102532,1240,379,1,3.29222,20.6117,-7.3,-11.4,10.631,10.505,10.494,0.107,NULL,NULL,0,9503,0
102534,1240,422,1,3.24585,19.1772,2.9,1.9,11.3,10.169,10.067,0.961,NULL,NULL,0,9505,0
102535,1240,426,1,3.25123,19.7039,17.8,-22.1,12.034,11.251,11.181,0.666,NULL,NULL,0,9506,0
102536,1240,436,1,3.26057,20.0822,-25.5,-11.5,11.468,11.082,11.047,0.328,NULL,NULL,0,9507,0
102537,1240,447,1,3.31769,19.8112,-2,-1.7,11.272,10.801,10.759,0.4,NULL,NULL,0,9508,0
102538,1240,448,1,3.25786,20.5587,14.2,-21.4,9.778,8.418,8.296,1.156,NULL,NULL,0,9509,0
102539,1240,552,1,3.28974,19.472,45.3,-19.3,11.359,10.502,10.425,0.728,NULL,NULL,0,9510,0
102540,1240,558,1,3.26706,20.089,-0.9,-12.2,12.132,10.28,10.113,1.574,NULL,NULL,0,9511,0
102541,1240,572,1,3.25334,19.1813,82,-8,11.081,10.237,10.161,0.717,NULL,NULL,0,9512,0
102542,1240,586,1,3.30313,19.1028,-1.5,4.3,10.249,9.112,9.01,0.966,NULL,NULL,0,9513,0
102543,1240,592,1,3.30023,19.5535,-2.9,-41,11.483,11.039,10.999,0.377,NULL,NULL,0,9514,0
102544,1240,626,1,3.3176,19.8643,-15.2,-9.3,10.067,9.685,9.651,0.325,NULL,NULL,0,9515,0
102545,1240,656,1,3.24468,20.0143,7.4,-8.1,11.372,10.197,10.091,0.999,NULL,NULL,0,9516,0
102546,1240,665,1,3.30782,20.0915,-11.3,-1.4,11.202,11.545,11.576,-0.292,NULL,NULL,0,9517,0
102547,1240,667,1,3.27008,19.2792,0.4,-0.3,12.244,11.282,11.195,0.818,NULL,NULL,0,9518,0
102548,1240,689,1,3.27172,20.5036,-3.7,-12.6,9.691,8.613,8.516,0.916,NULL,NULL,0,9519,0
102549,1240,706,1,3.26315,19.2268,28.7,2.9,10.198,9.86,9.83,0.287,NULL,NULL,0,9520,0
102550,1240,710,1,3.31283,19.0169,-13.6,-11.5,11.18,9.817,9.694,1.159,NULL,NULL,0,9521,0
102553,1240,839,1,3.20449,19.0047,12.1,-9.5,11.672,10.297,10.173,1.169,NULL,NULL,0,9524,0
102556,1240,879,1,3.25223,19.9563,-10.5,-7,10.592,10.338,10.315,0.216,NULL,NULL,0,9527,0
102557,1240,943,1,3.27478,20.0117,0.3,-18.4,10.501,10.159,10.128,0.291,NULL,NULL,0,9528,0
102558,1240,945,1,3.28258,20.6172,32.4,-4.8,11.223,10.934,10.908,0.246,NULL,NULL,0,9529,0
102559,1240,956,1,3.25632,18.9012,3.7,-9.8,11.437,11.348,11.34,0.076,NULL,NULL,0,9530,0
102560,1240,970,1,3.23423,19.5989,18.2,-6.8,11.178,10.685,10.641,0.419,NULL,NULL,0,9531,0
102561,1240,1006,1,3.26838,18.8794,25.8,-50.4,11.424,11.077,11.046,0.295,NULL,NULL,0,9532,0
102562,1241,19,1,3.39897,20.4096,6.6,-0.7,11.823,9.955,9.787,1.588,NULL,NULL,0,9533,0
102563,1241,21,1,3.36963,20.5739,-29.4,-9.4,11.08,10.359,10.294,0.613,NULL,NULL,0,9534,0
102564,1241,31,1,3.3852,20.1973,15.5,-6.5,11.675,11.169,11.123,0.43,NULL,NULL,0,9535,0
102565,1241,100,1,3.41162,19.4018,15.9,10.7,9.195,8.807,8.772,0.33,NULL,NULL,0,9536,0
102568,1241,152,1,3.44797,20.4613,-3.6,-5.7,12.1,10.219,10.05,1.599,NULL,NULL,0,9539,0
102569,1241,181,1,3.43997,19.6695,-7.5,-13.7,11.642,11.362,11.337,0.238,NULL,NULL,0,9540,0
102570,1241,196,1,3.35409,19.3367,9,-6,12.19,11.161,11.068,0.875,NULL,NULL,0,9541,0
102571,1241,201,1,3.43015,19.4881,2.9,-23.7,9.972,9.451,9.404,0.443,NULL,NULL,0,9542,0
102573,1241,216,1,3.43505,20.2368,-4.9,-4.7,11.582,10.273,10.155,1.113,NULL,NULL,0,9544,0
102574,1241,224,1,3.36595,20.1903,-12.1,-12.3,11.15,10.664,10.62,0.413,NULL,NULL,0,9545,0
102575,1241,293,1,3.39683,19.4423,2.9,2.1,11.602,11.085,11.038,0.439,NULL,NULL,0,9546,0
102576,1241,326,1,3.37086,20.6128,-3.1,-28,10.747,10.03,9.965,0.609,NULL,NULL,0,9547,0
102577,1241,341,1,3.45018,20.0344,46.5,-13.3,11.225,10.401,10.327,0.7,NULL,NULL,0,9548,0
102578,1241,416,1,3.41134,20.2077,2.4,-1.1,11.07,10.354,10.29,0.609,NULL,NULL,0,9549,0
102579,1241,424,1,3.35095,20.2914,-29.5,-67.6,10.463,9.371,9.273,0.928,NULL,NULL,0,9550,0
102580,1241,435,1,3.39055,19.7374,8.3,-22.7,11.469,10.786,10.725,0.581,NULL,NULL,0,9551,0
102581,1241,446,1,3.37639,20.1392,-8.2,-19.3,11.449,9.889,9.749,1.326,NULL,NULL,0,9552,0
102582,1241,453,1,3.41726,19.5087,-3.4,1.1,10.183,9.854,9.824,0.28,NULL,NULL,0,9553,0
102583,1241,454,1,3.33444,20.2683,-7,-9.4,10.904,9.71,9.603,1.015,NULL,NULL,0,9554,0
102584,1241,470,1,3.37268,20.2521,12.6,-17.2,11.174,10.753,10.715,0.358,NULL,NULL,0,9555,0
102585,1241,580,1,3.4223,20.3382,-2.5,-3.9,11.894,9.878,9.697,1.714,NULL,NULL,0,9556,0
102587,1241,640,1,3.42352,18.8973,-10.6,-1.5,10.757,9.298,9.167,1.24,NULL,NULL,0,9558,0
102588,1241,669,1,3.34613,19.0045,7.4,0.6,12.451,10.858,10.715,1.354,NULL,NULL,0,9559,0
102590,1241,724,1,3.44049,19.799,-2,-0.8,12.199,11.322,11.243,0.745,NULL,NULL,0,9561,0
102592,1241,784,1,3.33856,19.4319,-1.8,15.3,11.436,10.647,10.576,0.671,NULL,NULL,0,9563,0
102595,1241,824,1,3.4418,19.9277,11.7,-10.5,11.994,11.288,11.224,0.6,NULL,NULL,0,9566,0
102596,1241,835,1,3.46392,19.065,-14.6,3,10.389,9.83,9.78,0.475,NULL,NULL,0,9567,0
102597,1241,864,1,3.36639,19.4196,15.8,-14.3,11.751,10.86,10.78,0.757,NULL,NULL,0,9568,0
102598,1241,896,1,3.43239,20.1926,-5.7,-12.3,10.721,10.339,10.305,0.325,NULL,NULL,0,9569,0
102599,1241,901,1,3.42775,19.5375,-13.8,-63.5,9.877,9.299,9.247,0.491,NULL,NULL,0,9570,0
102600,1241,916,1,3.39431,19.1477,5.3,-0.9,12.352,10.032,9.823,1.972,NULL,NULL,0,9571,0
102601,1241,922,1,3.35576,20.2861,8.8,-34.6,11.175,10.634,10.585,0.46,NULL,NULL,0,9572,0
102602,1241,934,1,3.40774,19.8499,-5,-4.5,11.302,9.937,9.814,1.16,NULL,NULL,0,9573,0
102603,1241,946,1,3.35248,20.4692,1.5,-12.3,10.657,10.214,10.174,0.377,NULL,NULL,0,9574,0
102604,1241,955,1,3.3863,18.9215,-1,-9.4,11.44,9.988,9.857,1.234,NULL,NULL,0,9575,0
102605,1241,973,1,3.34785,18.9197,13.7,15.4,10.573,10.074,10.029,0.424,NULL,NULL,0,9576,0
102606,1241,1046,1,3.39356,19.3507,44.8,40.3,11.177,10.491,10.429,0.583,NULL,NULL,0,9577,0
102607,1241,1048,1,3.40926,19.0634,59,-11.6,9.561,9.091,9.049,0.4,NULL,NULL,0,9578,0
102608,1241,1068,1,3.46537,19.8421,20.4,-14.5,11.672,10.89,10.82,0.665,NULL,NULL,0,9579,0
102609,1241,1072,1,3.44917,19.9086,-8.3,-15.5,11.595,10.11,9.976,1.262,NULL,NULL,0,9580,0
102611,1242,3,1,3.51362,19.4086,25.7,-112.7,12.058,11.109,11.024,0.807,NULL,NULL,0,9582,0
102613,1242,62,1,3.532,19.4376,6.8,-7.7,12.106,10.996,10.896,0.943,NULL,NULL,0,9584,0
102615,1242,100,1,3.53275,18.8697,11.2,-11.7,12.24,10.503,10.347,1.476,NULL,NULL,0,9586,0
102616,1242,101,1,3.4992,19.9683,-3.2,-9,11.356,10.596,10.528,0.646,NULL,NULL,0,9587,0
102617,1242,124,1,3.49685,20.4418,24,31.8,11.173,10.018,9.914,0.982,NULL,NULL,0,9588,0
102618,1242,151,1,3.47752,20.1655,-13.2,-3.6,10.479,10.157,10.128,0.274,NULL,NULL,0,9589,0
102619,1242,172,1,3.51511,19.1399,13.3,0.5,12.158,10.621,10.483,1.306,NULL,NULL,0,9590,0
102620,1242,200,1,3.47202,19.8396,-0.8,-87,11.479,10.395,10.297,0.921,NULL,NULL,0,9591,0
102621,1242,265,1,3.50723,19.6819,0.5,-41.7,11.473,10.767,10.703,0.6,NULL,NULL,0,9592,0
102622,1242,295,1,3.53683,18.9889,5.1,-15.9,11.036,10.481,10.431,0.472,NULL,NULL,0,9593,0
102623,1242,349,1,3.50809,19.3815,19.9,-42.1,11.252,10.089,9.984,0.989,NULL,NULL,0,9594,0
102626,1242,413,1,3.50358,19.617,-1.8,-5.3,11.513,10.385,10.283,0.959,NULL,NULL,0,9597,0
102627,1242,432,1,3.48545,19.4664,1,-16.3,11.392,11.014,10.98,0.321,NULL,NULL,0,9598,0
102628,1242,436,1,3.47004,19.7765,-14.3,-11.7,12.092,10.429,10.279,1.414,NULL,NULL,0,9599,0
102630,1242,539,1,3.5449,20.5849,-7.6,2.5,11.871,10.376,10.241,1.271,NULL,NULL,0,9601,0
102631,1242,575,1,3.47498,20.079,-11.8,-26,11.092,10.456,10.399,0.541,NULL,NULL,0,9602,0
102632,1242,608,1,3.57673,20.5993,35.4,-52.9,12.168,10.994,10.888,0.998,NULL,NULL,0,9603,0
102633,1242,639,1,3.59816,20.3688,4.8,-7.8,10.778,10.396,10.362,0.325,NULL,NULL,0,9604,0
102635,1242,655,1,3.59236,19.9266,14.8,3.8,11.812,10.135,9.984,1.425,NULL,NULL,0,9606,0
102636,1242,721,1,3.57435,19.7958,-2.7,-9.8,8.354,8.257,8.248,0.082,22116,NULL,0,9607,0
102638,1242,754,1,3.59276,19.9498,-14.4,-22.4,11.534,10.08,9.949,1.236,NULL,NULL,0,9609,0
102639,1242,789,1,3.55817,19.7249,7.7,-20.8,11.563,10.738,10.664,0.701,NULL,NULL,0,9610,0
102640,1242,792,1,3.58291,19.8134,78.2,-48.4,11.217,10.65,10.599,0.482,NULL,NULL,0,9611,0
102643,1242,815,1,3.57909,18.968,10.8,-24,12.129,10.924,10.816,1.024,NULL,NULL,0,9614,0
102644,1242,829,1,3.56636,20.5672,-14.1,-10.2,11.242,10.695,10.646,0.465,NULL,NULL,0,9615,0
102645,1242,880,1,3.56232,19.9335,16.4,-2.9,11.489,10.597,10.517,0.758,NULL,NULL,0,9616,0
102648,1242,926,1,3.5781,19.9968,-12.1,-20.5,11.861,10.733,10.631,0.959,NULL,NULL,0,9619,0
102649,1242,964,1,3.54617,19.0328,16.8,-3.4,12.167,11.191,11.103,0.83,NULL,NULL,0,9620,0
102651,1242,1093,1,3.54356,18.822,5.7,1.5,12.065,11.061,10.971,0.853,NULL,NULL,0,9622,0
102652,1242,1123,1,3.50639,20.1564,-6,-5.1,12.409,10.089,9.88,1.972,NULL,NULL,0,9623,0
102653,1242,1141,1,3.58604,20.221,0,-6.5,11.419,9.532,9.362,1.604,NULL,NULL,0,9624,0
102654,1242,1192,1,3.49605,19.7127,-3.6,-10.3,11.877,10.137,9.98,1.479,NULL,NULL,0,9625,0
102656,1242,1204,1,3.57437,19.7979,-4.6,-9.4,8.223,8.129,8.121,0.08,22116,NULL,0,9627,0
102657,1243,17,1,3.68812,20.5917,56.2,-33.8,10.88,10.095,10.024,0.667,NULL,NULL,0,9628,0
102658,1243,18,1,3.64318,20.6151,-0.8,-5.2,12.473,10.916,10.776,1.323,NULL,NULL,0,9629,0
102660,1243,34,1,3.64543,19.7235,8.8,-15.6,10.843,9.691,9.587,0.979,NULL,NULL,0,9631,0
102662,1243,63,1,3.68366,20.1959,40.3,5.5,11.199,10.463,10.397,0.626,NULL,NULL,0,9633,0
102663,1243,100,1,3.65927,19.6783,4.6,-18.4,12.019,10.928,10.83,0.927,NULL,NULL,0,9634,0
102665,1243,147,1,3.70164,19.3183,23.4,-7.3,11.056,10.466,10.413,0.502,NULL,NULL,0,9636,0
102666,1243,189,1,3.66076,20.1016,-5.8,22.3,11.243,10.381,10.303,0.733,NULL,NULL,0,9637,0
102667,1243,226,1,3.64489,20.0488,1.8,7.4,11.054,10.317,10.251,0.626,NULL,NULL,0,9638,0
102669,1243,290,1,3.61128,20.4413,5.5,-14.6,11.702,11.427,11.402,0.234,NULL,NULL,0,9640,0
102670,1243,298,1,3.61828,19.4685,48.1,3.7,10.363,9.764,9.71,0.509,NULL,NULL,0,9641,0
102671,1243,379,1,3.61495,19.6844,12.1,-18.4,11.995,10.459,10.321,1.306,NULL,NULL,0,9642,0
102672,1243,446,1,3.62933,19.9993,4.9,-12.2,11.414,10.723,10.661,0.587,NULL,NULL,0,9643,0
102673,1243,478,1,3.71939,18.8547,9,-5.9,11.674,9.878,9.716,1.527,NULL,NULL,0,9644,0
102675,1243,487,1,3.70986,19.8637,9.9,-4,10.853,10.279,10.227,0.488,NULL,NULL,0,9646,0
102676,1243,511,1,3.65488,19.7744,-3.6,-6.4,11.152,9.783,9.66,1.164,NULL,NULL,0,9647,0
102677,1243,562,1,3.66297,20.5995,76.8,-7.2,11.527,10.555,10.468,0.826,NULL,NULL,0,9648,0
102679,1243,590,1,3.72504,19.6621,30.2,-30.4,9.504,8.869,8.812,0.54,NULL,NULL,0,9650,0
102680,1243,647,1,3.61491,18.9625,4.1,0.4,11.416,10.489,10.406,0.788,NULL,NULL,0,9651,0
102681,1243,648,1,3.64592,19.9258,4.6,-2.5,11.167,10.549,10.493,0.525,NULL,NULL,0,9652,0
102682,1243,736,1,3.7079,19.1103,8.1,-19.3,11.044,10.442,10.388,0.512,NULL,NULL,0,9653,0
102683,1243,745,1,3.65873,19.686,7.8,-10.8,12.172,10.811,10.689,1.157,NULL,NULL,0,9654,0
102684,1243,760,1,3.64525,19.9012,-2.8,2.1,11.436,10.326,10.226,0.943,NULL,NULL,0,9655,0
102685,1243,761,1,3.6005,19.3495,11.8,-21.3,11.087,10.524,10.473,0.479,NULL,NULL,0,9656,0
102686,1243,762,1,3.68542,19.6195,3.8,-6.1,10.789,10.288,10.243,0.426,NULL,NULL,0,9657,0
102687,1243,774,1,3.6819,20.3752,-5.3,-10.9,11.225,10.603,10.547,0.529,NULL,NULL,0,9658,0
102688,1243,809,1,3.67913,19.9494,21.7,-30.3,11.2,10.453,10.386,0.635,NULL,NULL,0,9659,0
102689,1243,855,1,3.61378,18.8547,5.3,4.2,10.343,10.211,10.199,0.112,NULL,NULL,0,9660,0
102691,1243,868,1,3.70447,19.8581,7.2,-9,10.133,9.755,9.721,0.321,NULL,NULL,0,9662,0
102693,1243,898,1,3.66706,19.8107,9.5,-9.7,11.073,9.688,9.563,1.177,NULL,NULL,0,9664,0
102696,1244,76,1,3.3114,20.7492,27.7,-12.5,10.274,9.872,9.836,0.342,NULL,NULL,0,9667,0
102697,1244,129,1,3.20553,21.3377,-2.4,-12.5,12.306,10.607,10.454,1.444,NULL,NULL,0,9668,0
102698,1244,189,1,3.21867,21.3209,24.4,-19.5,11.336,10.01,9.891,1.127,NULL,NULL,0,9669,0
102699,1244,221,1,3.23504,21.1575,-10.5,19.8,11.594,10.427,10.322,0.992,NULL,NULL,0,9670,0
102700,1244,258,1,3.31306,21.1071,-36.6,36.5,11.21,10.371,10.295,0.713,NULL,NULL,0,9671,0
102702,1244,282,1,3.27528,21.1728,13.1,-64.4,11.28,10.315,10.228,0.82,NULL,NULL,0,9673,0
102704,1244,327,1,3.2286,21.2671,-7.1,-15.8,10.866,10.329,10.281,0.456,NULL,NULL,0,9675,0
102707,1244,377,1,3.25027,21.5155,-0.8,-11.6,11.452,10.925,10.878,0.448,NULL,NULL,0,9678,0
102708,1244,385,1,3.20454,21.4829,-4,-0.5,10.137,9.75,9.715,0.329,NULL,NULL,0,9679,0
102709,1244,386,1,3.26817,21.4857,-2.7,-10,11.464,10.084,9.96,1.173,NULL,NULL,0,9680,0
102710,1244,398,1,3.30838,21.4751,6.7,-29.6,12.267,11.017,10.905,1.063,NULL,NULL,0,9681,0
102711,1244,448,1,3.32043,21.366,-7.2,-24.5,10.538,10.01,9.962,0.449,NULL,NULL,0,9682,0
102712,1244,537,1,3.28008,21.6991,-10.3,-23.1,11.49,10.912,10.86,0.491,NULL,NULL,0,9683,0
102713,1244,544,1,3.30493,21.8553,4,-5.4,11.699,10.219,10.086,1.258,NULL,NULL,0,9684,0
102714,1244,548,1,3.22152,22.45,-3.8,-14.9,11.823,10.769,10.674,0.896,NULL,NULL,0,9685,0
102715,1244,636,1,3.21276,21.9137,3.9,-5.2,9.667,9.3,9.267,0.312,NULL,NULL,0,9686,0
102716,1244,746,1,3.20467,22.2654,-1.8,-9,11.578,10.973,10.919,0.514,NULL,NULL,0,9687,0
102717,1244,758,1,3.29845,21.6026,15.7,-9.1,10.751,10.189,10.138,0.478,NULL,NULL,0,9688,0
102718,1244,805,1,3.3174,22.3352,25.2,-9,11.864,11.015,10.939,0.722,NULL,NULL,0,9689,0
102719,1244,830,1,3.22108,22.0013,0.8,-11.9,11.477,10.755,10.69,0.614,NULL,NULL,0,9690,0
102720,1244,842,1,3.30893,21.8115,27.3,-4.1,11.98,11.215,11.146,0.65,NULL,NULL,0,9691,0
102721,1244,863,1,3.28748,22.0614,40.7,-26.7,11.599,10.751,10.675,0.721,NULL,NULL,0,9692,0
102722,1244,897,1,3.23851,21.7768,48.4,-36.6,11.93,10.896,10.803,0.879,NULL,NULL,0,9693,0
102723,1244,902,1,3.33201,21.7185,-9.5,-87.9,10.261,9.531,9.465,0.62,NULL,NULL,0,9694,0
102725,1244,923,1,3.31134,21.7293,22.2,-65.5,10.645,10.015,9.958,0.535,NULL,NULL,0,9696,0
102726,1244,1000,1,3.30536,22.2232,-6.8,-9.6,11.216,10.137,10.04,0.917,NULL,NULL,0,9697,0
102727,1244,1012,1,3.25197,21.7127,-15.1,-11.4,10.654,10.155,10.11,0.424,NULL,NULL,0,9698,0
102728,1244,1076,1,3.2904,22.2831,38,-14.4,9.676,9.024,8.965,0.554,NULL,NULL,0,9699,0
102729,1244,1084,1,3.31627,21.8606,5.7,-13.1,11.896,9.547,9.336,1.997,NULL,NULL,0,9700,0
102730,1244,1087,1,3.208,21.7489,91.8,-79,10.696,9.603,9.505,0.929,NULL,NULL,0,9701,0
102731,1244,1134,1,3.26037,21.7933,-2.2,-14.1,11.474,10.915,10.865,0.475,NULL,NULL,0,9702,0
102732,1244,1139,1,3.29364,21.8585,1.1,2,12.378,11.257,11.156,0.953,NULL,NULL,0,9703,0
102735,1245,22,1,3.38932,21.5057,0.2,-8.5,11.414,10.853,10.803,0.477,NULL,NULL,0,9706,0
102736,1245,35,1,3.36698,21.4934,-7.6,-3.3,11.76,10.895,10.817,0.735,NULL,NULL,0,9707,0
102737,1245,40,1,3.45496,21.1137,-55.7,14.1,11.502,10.365,10.263,0.966,NULL,NULL,0,9708,0
102738,1245,48,1,3.42488,20.687,-16.8,-17,11.705,11.321,11.286,0.326,NULL,NULL,0,9709,0
102739,1245,56,1,3.38223,20.8825,1.6,9.6,11.872,10.218,10.069,1.406,NULL,NULL,0,9710,0
102740,1245,59,1,3.37517,21.1069,-14.3,-20.5,11.414,10.549,10.471,0.735,NULL,NULL,0,9711,0
102742,1245,76,1,3.43074,21.4677,9.6,-11.9,11.956,10.575,10.451,1.174,NULL,NULL,0,9713,0
102743,1245,103,1,3.44516,21.4504,3.4,-17.7,9.863,9.196,9.136,0.567,NULL,NULL,0,9714,0
102744,1245,112,1,3.35501,20.759,67,-39.7,11.891,10.898,10.809,0.844,NULL,NULL,0,9715,0
102745,1245,116,1,3.44991,21.4426,36.3,-17.1,11.472,10.771,10.708,0.596,NULL,NULL,0,9716,0
102746,1245,128,1,3.37243,20.6947,-4.7,-21.8,11.09,10.622,10.58,0.398,NULL,NULL,0,9717,0
102748,1245,137,1,3.33571,21.0944,56.1,-57.5,11.065,10.416,10.358,0.552,NULL,NULL,0,9719,0
102750,1245,203,1,3.42475,20.6467,4.6,-17.3,10.736,10.275,10.234,0.392,NULL,NULL,0,9721,0
102751,1245,207,1,3.38091,21.2878,28.5,-5.6,12.008,11.677,11.647,0.281,NULL,NULL,0,9722,0
102752,1245,245,1,3.3887,20.9705,-18.9,-6.4,8.225,7.304,7.221,0.783,20947,NULL,0,9723,0
102753,1245,281,1,3.42891,21.1126,-3.6,-16.6,11.509,11.024,10.98,0.412,NULL,NULL,0,9724,0
102754,1245,298,1,3.41094,21.2199,-9,-14.4,10.636,10.169,10.127,0.397,NULL,NULL,0,9725,0
102755,1245,310,1,3.42339,20.8976,0.8,0.2,11.516,10.867,10.809,0.552,NULL,NULL,0,9726,0
102756,1245,330,1,3.36395,21.0446,6.9,-6.4,11.122,10.146,10.058,0.83,NULL,NULL,0,9727,0
102758,1245,375,1,3.39356,21.0077,29.5,-0.5,11.491,10.859,10.802,0.537,NULL,NULL,0,9729,0
102760,1245,397,1,3.44211,21.1448,-13.5,-11.6,10.744,10.13,10.075,0.522,NULL,NULL,0,9731,0
102761,1245,403,1,3.43962,21.0149,-4.5,-0.4,11.394,10.976,10.938,0.355,NULL,NULL,0,9732,0
102762,1245,430,1,3.4251,20.663,1.8,-16.2,11.256,10.393,10.315,0.734,NULL,NULL,0,9733,0
102763,1245,543,1,3.35994,21.7574,27,-21.8,9.646,9.208,9.169,0.372,NULL,NULL,0,9734,0
102764,1245,576,1,3.33477,21.9908,-7.8,-11.9,11.89,11.13,11.062,0.646,NULL,NULL,0,9735,0
102765,1245,596,1,3.38115,21.7133,-5.4,-11.9,9.52,8.911,8.856,0.518,NULL,NULL,0,9736,0
102766,1245,619,1,3.34224,22.4458,-10.6,-15.6,11.933,10.548,10.423,1.177,NULL,NULL,0,9737,0
102767,1245,729,1,3.33552,21.6705,-0.3,-14.9,11.799,11.084,11.02,0.608,NULL,NULL,0,9738,0
102768,1245,738,1,3.38715,22.4438,31,-43.4,11.965,11.446,11.399,0.441,NULL,NULL,0,9739,0
102770,1245,762,1,3.342,22.4948,3.8,-12.5,12.086,11.288,11.216,0.678,NULL,NULL,0,9741,0
102772,1245,911,1,3.43843,22.0892,-2.2,-20.5,10.603,9.994,9.939,0.518,NULL,NULL,0,9743,0
102773,1245,928,1,3.44001,21.5607,23.5,-21.8,11.456,10.645,10.572,0.689,NULL,NULL,0,9744,0
102774,1245,940,1,3.44863,21.6217,15.4,17.8,11.19,10.696,10.652,0.42,NULL,NULL,0,9745,0
102775,1245,973,1,3.4447,22.4379,22.9,-77.5,11.193,10.254,10.169,0.798,NULL,NULL,0,9746,0
102776,1245,982,1,3.42156,22.4334,11.3,-4.8,11.304,10.935,10.902,0.314,NULL,NULL,0,9747,0
102777,1245,999,1,3.44571,22.3448,37.5,-24,10.694,10.081,10.026,0.521,NULL,NULL,0,9748,0
102778,1245,1018,1,3.42403,21.8754,78.9,-82.4,11.741,11.026,10.962,0.608,NULL,NULL,0,9749,0
102779,1245,1059,1,3.44426,21.9502,17.7,-12.5,10.232,8.135,7.946,1.782,NULL,NULL,0,9750,0
102780,1245,1070,1,3.42507,22.2072,14.3,32.6,11.281,10.708,10.656,0.487,NULL,NULL,0,9751,0
102781,1245,1073,1,3.42548,22.4799,-14.7,-30,11.465,10.713,10.645,0.639,NULL,NULL,0,9752,0
102782,1245,1085,1,3.44291,22.4787,-10.3,-8.2,10.633,10.136,10.091,0.422,NULL,NULL,0,9753,0
102783,1245,1095,1,3.45811,22.1143,29.4,-34.7,11.629,10.719,10.637,0.774,NULL,NULL,0,9754,0
102784,1245,1097,1,3.41469,21.8353,11.6,-9.9,11.7,11.47,11.449,0.195,NULL,NULL,0,9755,0
102785,1245,1112,1,3.44855,21.7328,0.3,-3.4,11.893,10,9.83,1.609,NULL,NULL,0,9756,0
102789,1246,25,1,3.5405,20.7367,2.4,11.2,11.607,11.111,11.066,0.422,NULL,NULL,0,9760,0
102790,1246,72,1,3.54388,20.7939,-12.1,-2.8,11.073,10.797,10.772,0.235,NULL,NULL,0,9761,0
102791,1246,84,1,3.52549,21.3238,8.1,-4.1,12.024,10.312,10.158,1.455,NULL,NULL,0,9762,0
102792,1246,108,1,3.49618,20.8744,28.8,6.9,11.195,10.441,10.373,0.641,NULL,NULL,0,9763,0
102793,1246,130,1,3.53286,20.9029,-13.2,-8.2,11.776,10.917,10.84,0.73,NULL,NULL,0,9764,0
102794,1246,161,1,3.53123,21.4087,-6.1,-3.4,10.279,9.961,9.932,0.27,NULL,NULL,0,9765,0
102795,1246,181,1,3.53502,21.4235,-2.4,-2.5,11.348,10.049,9.932,1.104,NULL,NULL,0,9766,0
102796,1246,216,1,3.49114,21.1134,-7.7,-1.1,10.044,9.587,9.546,0.388,NULL,NULL,0,9767,0
102797,1246,228,1,3.49396,21.4698,3.9,-41.5,11.65,10.939,10.875,0.604,NULL,NULL,0,9768,0
102798,1246,338,1,3.50486,22.4432,9.4,-11.8,10.145,9.923,9.903,0.189,NULL,NULL,0,9769,0
102799,1246,462,1,3.52269,21.8,9.2,-16.7,11.066,9.747,9.628,1.121,NULL,NULL,0,9770,0
102800,1246,470,1,3.53265,21.6452,7,-3.3,11.239,9.773,9.641,1.246,NULL,NULL,0,9771,0
102801,1246,508,1,3.47755,22.3771,-14.8,-16.2,11.593,10.331,10.217,1.073,NULL,NULL,0,9772,0
102802,1246,515,1,3.48435,22.1598,3.8,-16.6,11.735,10.957,10.887,0.661,NULL,NULL,0,9773,0
102803,1246,519,1,3.51958,21.5919,0.3,-3.9,12.036,10.598,10.469,1.222,NULL,NULL,0,9774,0
102804,1246,533,1,3.55864,22.0284,-53.2,-69.7,11.475,10.448,10.356,0.873,NULL,NULL,0,9775,0
102806,1246,599,1,3.53052,22.0734,38.2,-8.9,10.981,10.504,10.461,0.405,NULL,NULL,0,9777,0
102807,1246,609,1,3.47141,21.8963,-3.9,-6.9,12.061,10.764,10.647,1.102,NULL,NULL,0,9778,0
102808,1246,617,1,3.50469,21.5905,32.8,-44.3,10.948,10.25,10.187,0.593,NULL,NULL,0,9779,0
102809,1246,666,1,3.52606,21.8321,28.1,-12.5,10.471,9.973,9.928,0.423,NULL,NULL,0,9780,0
102810,1246,754,1,3.48916,21.7309,2.2,-6.6,11.445,11.524,11.531,-0.067,NULL,NULL,0,9781,0
102811,1246,785,1,3.55272,21.6696,19.1,-12.7,10.764,10.185,10.133,0.492,NULL,NULL,0,9782,0
102813,1246,862,1,3.51861,21.5871,-16.5,-4.4,11.206,11.036,11.021,0.145,NULL,NULL,0,9784,0
102814,1246,865,1,3.50978,21.7682,42.2,-28.7,10.531,9.994,9.946,0.456,NULL,NULL,0,9785,0
102815,1246,870,1,3.5509,21.4511,-3.7,-5.5,12.209,10.644,10.503,1.33,NULL,NULL,0,9786,0
