recno,TYCID1,TYCID2,TYCID3,RA_J2000,DE_J2000,pmRA,pmDE,BT,VT,V,BV,HD,HIP,Plx,indexcandidate,hyades
3569,51,213,1,2.96936,4.91944,3,-5.9,11.922,10.722,10.614,1.02,NULL,NULL,0,1,0
3570,51,271,1,2.94831,4.89729,12,-0.6,11.715,10.863,10.786,0.724,NULL,NULL,0,2,0
3571,51,284,1,2.93978,3.54853,-16.4,-21.7,11.415,10.451,10.364,0.819,NULL,NULL,0,3,0
3572,51,306,1,2.98565,4.00394,120.2,-110.2,11.28,10.278,10.188,0.852,NULL,NULL,0,4,0
3573,51,310,1,2.94277,3.79931,-49,-31.9,11.02,10.424,10.37,0.507,NULL,NULL,0,5,0
3576,51,365,1,2.99485,4.10045,40.2,0.8,11.472,10.699,10.629,0.657,NULL,NULL,0,6,0
3579,51,383,1,2.91302,3.56942,52.5,-25.5,9.652,8.895,8.827,0.643,18115,NULL,0,8,0
3581,51,425,1,2.91071,4.82693,14.6,-8.1,11.069,9.684,9.559,1.177,NULL,NULL,0,9,0
3583,51,467,1,2.96425,4.03984,-3.7,-4.1,11.554,9.701,9.534,1.575,NULL,NULL,0,10,0
3584,51,521,1,2.93756,3.48608,-31.8,-45.7,10.561,10.075,10.031,0.413,NULL,NULL,0,11,0
3587,51,639,1,2.98852,4.0898,4.8,-6.7,12.192,10.501,10.349,1.437,NULL,NULL,0,13,0
3588,51,650,1,2.97018,4.3587,20.3,-9,11.532,11.002,10.954,0.45,NULL,NULL,0,14,0
3590,51,666,1,2.9292,4.66443,-30.9,-29,10.737,10.047,9.985,0.587,NULL,NULL,0,15,0
3595,51,761,1,2.90218,3.9362,24.2,-18.4,10.445,8.964,8.831,1.259,18053,NULL,0,17,0
3596,51,790,1,2.9702,3.82806,21.2,-64.7,10.082,9.321,9.253,0.647,18451,NULL,0,18,0
3601,51,883,1,2.94017,4.45179,2.5,-23.4,11.07,9.712,9.59,1.154,NULL,NULL,0,20,0
3603,51,923,1,2.93284,4.10684,5.4,-4.5,11.327,10.072,9.959,1.067,NULL,NULL,0,21,0
3606,51,951,1,2.99406,4.31076,16.9,-13.4,11.402,11.015,10.98,0.329,NULL,NULL,0,23,0
3608,51,955,1,2.93749,3.57979,-2.1,-16.3,10.895,10.755,10.742,0.119,NULL,NULL,0,24,0
3769,54,8,1,2.92083,6.23596,3,-4.3,11.262,9.378,9.208,1.601,NULL,NULL,0,25,0
3778,54,146,1,2.95028,5.53028,58.8,-62.9,10.622,9.859,9.79,0.649,NULL,NULL,0,28,0
3779,54,163,1,2.91741,7.09037,-1.2,-12.3,11.701,9.775,9.602,1.637,NULL,NULL,0,29,0
3782,54,211,1,2.96517,7.43518,57.2,0.1,10.709,9.904,9.832,0.684,NULL,NULL,0,31,0
3784,54,266,1,2.94589,6.33703,71.4,12.1,10.905,10.101,10.029,0.683,NULL,NULL,0,32,0
3785,54,277,1,2.92658,7.17495,-3.7,-20.7,11.599,10.748,10.671,0.723,NULL,NULL,0,33,0
3787,54,288,1,2.99644,5.88588,-6.5,-19.5,11.299,10.075,9.965,1.04,NULL,NULL,0,34,0
3788,54,306,1,2.92517,5.93361,75.6,-43.2,11.664,11.009,10.95,0.557,NULL,NULL,0,35,0
3792,54,347,1,2.98356,7.31507,19.3,-15.5,11.02,10.288,10.222,0.622,NULL,NULL,0,37,0
3793,54,356,1,2.91214,6.11571,9.9,-24.2,11.747,10.965,10.895,0.665,NULL,NULL,0,38,0
3796,54,373,1,2.96084,7.17876,1.2,-10.7,11.049,10.409,10.351,0.544,NULL,NULL,0,39,0
3797,54,379,1,2.99773,7.09959,0.8,-1.2,12.372,10.636,10.48,1.476,NULL,NULL,0,40,0
3798,54,400,1,2.93798,5.93713,-17.8,-27,11.475,10.87,10.816,0.514,NULL,NULL,0,41,0
3799,54,401,1,2.90715,7.19573,15.1,4.7,11.453,11.279,11.263,0.148,NULL,NULL,0,42,0
3800,54,409,1,2.9245,6.96201,11.7,-82,10.09,9.587,9.542,0.428,18181,NULL,0,43,0
3803,54,455,1,2.96253,6.91314,36.4,-5.3,10.57,10.115,10.074,0.387,NULL,NULL,0,44,0
3804,54,460,1,2.94092,5.27646,7,10.8,11.502,10.422,10.325,0.918,NULL,NULL,0,45,0
3805,54,470,1,2.9222,5.63922,23.1,-15.6,11.828,11.215,11.16,0.521,NULL,NULL,0,46,0
3807,54,483,1,2.93101,5.49788,1.9,-12.3,11.655,11.41,11.388,0.208,NULL,NULL,0,47,0
3808,54,498,1,2.90089,5.14324,-0.5,-1.1,12.202,11.005,10.897,1.017,NULL,NULL,0,48,0
3810,54,581,1,2.90245,5.63358,-41.9,-65.7,11.059,10.207,10.13,0.724,NULL,NULL,0,49,0
3811,54,630,1,2.9812,5.75724,-0.6,-5.3,10.856,10.421,10.382,0.37,NULL,NULL,0,50,0
3813,54,639,1,2.9802,5.73952,-3.2,-10.2,10.052,9.789,9.765,0.224,18529,NULL,0,51,0
3815,54,651,1,2.9393,6.56632,-0.1,24.8,9.926,9.457,9.415,0.399,18285,NULL,0,52,0
3816,54,676,1,2.97878,5.35124,6,-7,12.006,11.069,10.985,0.796,NULL,NULL,0,53,0
3817,54,682,1,2.92388,6.33911,17.5,-13.3,11.404,10.344,10.249,0.901,NULL,NULL,0,54,0
3818,54,734,1,2.98516,5.88125,3,-3.3,11.436,9.89,9.751,1.314,NULL,NULL,0,55,0
3821,54,763,1,2.90609,6.52177,13.7,-5.7,12.06,10.571,10.437,1.266,NULL,NULL,0,56,0
3822,54,804,1,2.93319,6.12524,4.7,-21.8,10.888,10.426,10.384,0.393,NULL,NULL,0,57,0
3823,54,805,1,2.9316,6.05949,14.9,-16.1,12.138,10.686,10.555,1.234,NULL,NULL,0,58,0
3825,54,832,1,2.90501,6.77662,38.9,-34.4,11.064,10.553,10.507,0.434,NULL,NULL,0,59,0
3827,54,838,1,2.94525,6.70366,29.6,-3.4,11.023,10.735,10.709,0.245,NULL,NULL,0,61,0
3830,54,883,1,2.95514,5.34458,28.7,30.4,12.065,10.993,10.897,0.911,NULL,NULL,0,63,0
3832,54,905,1,2.91892,5.50867,-38.2,-34.3,11.578,10.767,10.694,0.689,NULL,NULL,0,64,0
3834,54,930,1,2.90944,5.12871,-2.6,2.2,11.998,10.773,10.663,1.041,NULL,NULL,0,66,0
3835,54,934,1,2.9092,5.46658,72.6,-27,10.536,9.836,9.773,0.595,18094,NULL,0,67,0
3836,54,937,1,2.93995,5.61486,47.4,8.2,10.449,9.174,9.059,1.084,18297,NULL,0,68,0
3838,54,970,1,2.97158,5.35514,-1.1,-6.8,11.571,10.263,10.145,1.112,NULL,NULL,0,70,0
3839,54,997,1,2.95584,5.47797,6.9,-6.3,9.108,8.909,8.891,0.169,18383,NULL,0,71,0
3840,54,1009,1,2.93205,5.59013,14.6,-6.5,9.838,9.478,9.446,0.306,18249,NULL,0,72,0
3841,54,1016,1,2.91171,5.42447,4.5,-60.4,11.372,10.605,10.536,0.652,NULL,NULL,0,73,0
3844,54,1039,1,2.96085,5.15011,14.4,-2,11.931,10.424,10.288,1.281,NULL,NULL,0,74,0
3845,54,1061,1,2.95626,5.34552,12.7,-6.8,11.846,10.752,10.654,0.93,NULL,NULL,0,75,0
4073,58,136,1,3.13008,3.41201,5.3,-0.9,8.38,8.096,8.07,0.241,19448,NULL,0,77,0
4075,58,204,1,3.12619,3.41466,12,-7.6,9.99,9.694,9.667,0.252,NULL,NULL,0,78,0
4076,58,226,1,3.16545,4.97812,-9.3,-14.2,10.82,10.109,10.045,0.604,NULL,NULL,0,79,0
4077,58,244,1,3.16081,4.38421,21,13.6,10.922,9.339,9.197,1.346,NULL,NULL,0,80,0
4080,58,295,1,3.10984,4.00604,-23.2,-10.3,11.953,11.251,11.188,0.597,NULL,NULL,0,83,0
4081,58,337,1,3.0505,3.92841,78.1,-66.8,9.831,9.275,9.225,0.473,NULL,NULL,0,84,0
4082,58,369,1,3.03299,3.80034,24.7,13.9,10.998,10.936,10.93,0.053,NULL,NULL,0,85,0
4083,58,389,1,3.02024,3.99787,16.1,-5.8,11.732,11.019,10.955,0.606,NULL,NULL,0,86,0
4084,58,401,1,3.07424,4.17921,4.6,-6.3,12.352,10.872,10.739,1.258,NULL,NULL,0,87,0
4085,58,447,1,3.06902,4.97705,13.6,-11,11.197,10.579,10.523,0.525,NULL,NULL,0,88,0
4086,58,475,1,3.05155,4.8982,14,-5.8,12.204,10.778,10.65,1.212,NULL,NULL,0,89,0
4087,58,500,1,3.04216,3.87144,-8.9,-13.1,10.808,10.17,10.113,0.542,NULL,NULL,0,90,0
4088,58,502,1,3.09829,4.05797,-9.3,-22,10.631,10.145,10.101,0.413,NULL,NULL,0,91,0
4089,58,537,1,3.0105,3.45801,4.9,-14.4,11.653,9.774,9.605,1.597,NULL,NULL,0,92,0
4090,58,541,1,3.03359,3.79434,10.5,2.7,11.018,10.639,10.605,0.322,NULL,NULL,0,93,0
4091,58,555,1,3.02862,3.5474,27.9,-42.9,9.05,8.697,8.665,0.3,18814,NULL,0,94,0
4093,58,597,1,3.08764,4.56148,1.2,-4.9,11.85,10.354,10.219,1.272,NULL,NULL,0,96,0
4095,58,604,1,3.11197,4.19621,14.8,30.6,9.902,9.488,9.451,0.352,19325,NULL,0,98,0
4098,58,688,1,3.06419,3.64896,25.2,-28.4,11.86,10.834,10.742,0.872,NULL,NULL,0,101,0
4099,58,693,1,3.07685,4.12646,19.2,-3.6,11.816,10.857,10.771,0.815,NULL,NULL,0,102,0
4100,58,730,1,3.09036,3.64663,1.6,-11,12.395,11.208,11.101,1.009,NULL,NULL,0,103,0
4101,58,742,1,3.10843,3.73536,5.8,-32.2,11.692,11.002,10.94,0.587,NULL,NULL,0,104,0
4102,58,786,1,3.08368,4.46561,15.7,-10.8,10.442,9.36,9.263,0.92,19147,NULL,0,105,0
4104,58,815,1,3.03975,3.95108,-21.3,-8.6,10.692,9.511,9.405,1.004,NULL,NULL,0,107,0
4147,59,333,1,3.24007,4.94079,14.6,-20,11.242,10.669,10.617,0.487,NULL,NULL,0,109,0
4148,59,367,1,3.25125,4.77665,-2.4,9.1,11.758,11.12,11.063,0.542,NULL,NULL,0,110,0
4150,59,496,1,3.31231,3.6624,-2.7,-7.5,11.467,11.089,11.055,0.321,NULL,NULL,0,112,0
4151,59,504,1,3.22161,4.76269,12.7,-17.5,10.431,9.738,9.676,0.589,NULL,NULL,0,113,0
4152,59,551,1,3.21416,4.23486,36.8,-13.8,10.95,9.87,9.773,0.918,NULL,NULL,0,114,0
4153,59,579,1,3.28853,4.26479,12.9,-35.8,11.839,10.907,10.823,0.792,NULL,NULL,0,115,0
4154,59,594,1,3.27319,4.74414,1.4,2,10.98,10.501,10.458,0.407,NULL,NULL,0,116,0
4155,59,605,1,3.20759,3.96461,-59.9,-34.9,10.741,10.032,9.968,0.603,NULL,NULL,0,117,0
4157,59,622,1,3.30531,4.82856,6.8,-78.8,11.536,10.51,10.418,0.872,NULL,NULL,0,119,0
4158,59,628,1,3.28705,4.26327,-9.3,-8,11.899,10.852,10.758,0.89,NULL,NULL,0,120,0
4160,59,654,1,3.29131,4.4593,12.1,-19.6,11.432,11.062,11.029,0.315,NULL,NULL,0,122,0
4162,59,721,1,3.31642,4.60503,-15.4,-43.4,11.06,10.25,10.177,0.689,NULL,NULL,0,124,0
4164,59,734,1,3.33213,3.99697,-2.9,-5.8,12.073,10.593,10.46,1.258,NULL,NULL,0,125,0
4165,59,758,1,3.33034,4.83919,16.6,-1.5,11.205,10.702,10.657,0.428,NULL,NULL,0,126,0
4166,59,767,1,3.2899,4.73458,6.5,-7.8,12.074,10.31,10.151,1.499,NULL,NULL,0,127,0
4167,59,814,1,3.23241,4.85432,-3.2,-16.8,10.978,10.308,10.248,0.57,NULL,NULL,0,128,0
4169,59,848,1,3.33328,4.64777,14.8,-36.5,12.238,10.941,10.824,1.102,NULL,NULL,0,130,0
4170,59,869,1,3.3124,3.64594,19,-4.5,11.487,10.778,10.714,0.603,NULL,NULL,0,131,0
4171,59,888,1,3.21034,4.57154,33,-51.1,10.899,10.222,10.161,0.575,NULL,NULL,0,132,0
4172,59,944,1,3.2705,4.43177,-3.9,-29.1,11.717,10.753,10.666,0.819,NULL,NULL,0,133,0
4173,59,1021,1,3.28378,4.32016,24.5,1.9,10.126,9.636,9.592,0.417,NULL,NULL,0,134,0
4174,59,1059,1,3.30241,4.28776,22.3,-8.7,11.292,10.655,10.598,0.541,NULL,NULL,0,135,0
4176,59,1107,1,3.2251,3.63851,5.7,-8,9.645,9.13,9.084,0.438,20044,NULL,0,137,0
4178,59,1219,1,3.20274,3.74413,13.7,5.1,9.895,9.496,9.46,0.339,NULL,NULL,0,139,0
4179,59,1236,1,3.30238,3.74381,-4.2,-51.3,11.36,10.744,10.689,0.524,NULL,NULL,0,140,0
4180,59,1242,1,3.17056,4.88751,0.6,42.8,10.422,9.759,9.699,0.564,NULL,NULL,0,141,0
4181,59,1251,1,3.21468,3.58516,-58.4,-22.1,10.583,9.96,9.904,0.53,NULL,NULL,0,142,0
4184,59,1328,1,3.30357,3.67089,11.2,-3.2,9.36,9.219,9.206,0.12,20514,NULL,0,144,0
4186,59,1402,1,3.2241,4.82122,-3.5,-6.7,11.065,9.626,9.496,1.223,NULL,NULL,0,146,0
4226,60,591,1,3.46547,4.38122,-45.7,-39.1,10.957,10.06,9.979,0.762,NULL,NULL,0,150,0
4227,60,601,1,3.35448,3.461,55.3,-62.7,9.709,8.3,8.173,1.198,20801,NULL,0,151,0
4228,60,607,1,3.45952,4.12733,73.2,25.8,9.958,9.436,9.389,0.444,21452,NULL,0,152,0
4229,60,681,1,3.4129,4.92165,54.1,-18.1,11.21,9.891,9.772,1.121,NULL,NULL,0,153,0
4230,60,716,1,3.47703,4.43701,-5.4,-7.9,11.361,10.811,10.762,0.468,NULL,NULL,0,154,0
4233,60,800,1,3.49069,4.6727,11.7,-10.1,11.381,9.75,9.603,1.386,NULL,NULL,0,157,0
4234,60,836,1,3.43678,4.02079,-8,-2.5,11.786,10.552,10.441,1.049,NULL,NULL,0,158,0
4235,60,845,1,3.33522,4.24234,-0.3,-15.7,11.282,9.831,9.7,1.233,NULL,NULL,0,159,0
4236,60,849,1,3.39046,3.79928,-2.5,-7.1,11.1,10.741,10.709,0.305,NULL,NULL,0,160,0
4237,60,858,1,3.44105,4.05818,21.5,-7.3,11.078,10.178,10.097,0.765,NULL,NULL,0,161,0
4238,60,907,1,3.49566,3.92762,114.9,-0.5,11.492,10.75,10.683,0.631,NULL,NULL,0,162,0
4239,60,938,1,3.46208,4.1282,9.3,-6.5,9.216,8.969,8.947,0.21,21458,NULL,0,163,0
4240,60,969,1,3.35587,4.13836,-1.8,0.9,12.162,10.405,10.247,1.493,NULL,NULL,0,164,0
4241,60,1041,1,3.37775,4.26772,19.7,-33.7,11.067,10.431,10.374,0.541,NULL,NULL,0,165,0
4242,60,1042,1,3.38846,3.74426,-6.5,-8.8,11.636,10.955,10.894,0.579,NULL,NULL,0,166,0
4244,60,1107,1,3.46625,3.91694,-12.8,-60.7,9.6,8.212,8.087,1.18,21484,NULL,0,168,0
4246,60,1223,1,3.47082,4.16337,45.5,-34.5,10.454,9.642,9.569,0.69,NULL,NULL,0,169,0
4247,60,1232,1,3.40665,4.01909,38.7,-29.4,11.566,10.646,10.563,0.782,NULL,NULL,0,170,0
4250,60,1286,1,3.34552,3.99184,-7.6,-6.1,11.411,10.583,10.508,0.704,NULL,NULL,0,173,0
4251,60,1295,1,3.39943,4.04461,-6.3,30.1,11.367,10.428,10.343,0.798,NULL,NULL,0,174,0
4253,60,1464,1,3.44473,3.72636,-26.6,-12,11.582,10.707,10.628,0.744,NULL,NULL,0,176,0
4254,60,1491,1,3.42005,3.88633,55.7,1,11.526,11.013,10.967,0.436,NULL,NULL,0,177,0
4256,60,1511,1,3.38461,3.8678,99.1,-52.4,12.001,11.119,11.04,0.75,NULL,NULL,0,179,0
4261,61,42,1,3.13565,5.52562,4.6,-7.1,11.101,9.444,9.295,1.408,NULL,NULL,0,183,0
4262,61,52,1,3.13801,5.26898,-15.6,-26.2,11.455,10.548,10.466,0.771,NULL,NULL,0,184,0
4263,61,54,1,3.15674,5.22135,13.2,1.1,9.911,9.471,9.431,0.374,NULL,NULL,0,185,0
4264,61,63,1,3.15336,7.43891,-3.2,5.2,8.321,7.84,7.797,0.409,19574,NULL,0,186,0
4267,61,141,1,3.1609,6.30023,-7.1,-38.6,10.865,10.282,10.23,0.496,NULL,NULL,0,189,0
4268,61,242,1,3.15672,6.40806,-13.1,3,10.966,10.605,10.573,0.307,NULL,NULL,0,190,0
4269,61,255,1,3.12774,6.75156,-15.3,-21.6,11.101,10.401,10.338,0.595,NULL,NULL,0,191,0
4272,61,380,1,3.1188,7.407,-24,-32.9,11.203,10.627,10.575,0.49,NULL,NULL,0,194,0
4273,61,388,1,3.12622,6.69564,-24.7,-10.2,9.978,9.478,9.433,0.425,19420,NULL,0,195,0
4274,61,391,1,3.13359,6.79876,-7.6,-33.8,11.033,10.292,10.225,0.63,NULL,NULL,0,196,0
4275,61,428,1,3.08284,7.15686,21.6,-29.9,11.58,11.057,11.01,0.445,NULL,NULL,0,197,0
4276,61,446,1,3.03803,7.47384,-4.9,-6.3,11.605,9.925,9.774,1.428,NULL,NULL,0,198,0
4277,61,456,1,3.10606,7.41266,13.9,-1.8,11.588,10.878,10.814,0.603,NULL,NULL,0,199,0
4278,61,474,1,3.05408,7.11526,-2.1,4.2,12.438,10.787,10.638,1.403,NULL,NULL,0,200,0
4279,61,475,1,3.0303,6.22506,-5.1,-6.6,12.083,11.014,10.918,0.909,NULL,NULL,0,201,0
4280,61,491,1,3.01551,5.57465,8.7,-22.8,10.846,9.014,8.849,1.557,18746,NULL,0,202,0
4281,61,501,1,3.07277,6.64952,6.5,-7.8,10.791,9.379,9.252,1.2,19081,NULL,0,203,0
4282,61,556,1,3.0296,7.2779,-4.9,2.3,10.646,10.143,10.098,0.428,NULL,NULL,0,204,0
4283,61,561,1,3.07325,6.1966,-2.6,9.5,11.941,11.534,11.497,0.346,NULL,NULL,0,205,0
4284,61,568,1,3.00559,6.92972,2.2,27.1,11.911,11.365,11.316,0.464,NULL,NULL,0,206,0
4285,61,573,1,3.01845,5.00664,34.7,-54.2,10.02,9.55,9.508,0.399,18759,NULL,0,207,0
4286,61,575,1,3.02009,5.89237,21,18.7,10.819,9.842,9.754,0.83,NULL,NULL,0,208,0
4288,61,602,1,3.08231,6.89999,18.8,15.7,10.815,9.213,9.069,1.362,19138,NULL,0,210,0
4289,61,605,1,3.01657,5.59341,67.8,-11,11.864,11.277,11.224,0.499,NULL,NULL,0,211,0
4290,61,612,1,3.09322,6.91399,-8.2,-6.1,11.505,10.775,10.709,0.621,NULL,NULL,0,212,0
4291,61,617,1,3.00329,5.61377,-9.5,-30.4,8.987,8.665,8.636,0.274,18666,NULL,0,213,0
4292,61,630,1,3.01397,7.11258,7.2,-2.6,12.159,11.245,11.163,0.777,NULL,NULL,0,214,0
4293,61,637,1,3.0955,6.28503,-10.1,-5.5,11.036,10.65,10.615,0.328,NULL,NULL,0,215,0
4294,61,640,1,3.10935,7.0178,38.3,15,11.939,10.389,10.25,1.318,NULL,NULL,0,216,0
4295,61,666,1,3.08677,7.21254,-6.5,-6.4,11.174,9.252,9.079,1.634,19168,NULL,0,217,0
4296,61,675,1,3.04945,6.06943,12,1.2,11.832,11.16,11.1,0.571,NULL,NULL,0,218,0
4298,61,692,1,3.11016,6.99721,7.5,-22,10.031,9.486,9.437,0.463,19311,NULL,0,220,0
4300,61,751,1,3.06939,5.18872,7.1,-29.8,11.283,10.662,10.606,0.528,NULL,NULL,0,222,0
4301,61,815,1,3.01508,6.63458,0.6,-7.2,12.113,10.914,10.806,1.019,NULL,NULL,0,223,0
4302,61,822,1,3.02371,7.18263,-2.1,2.6,11.017,10.234,10.164,0.666,NULL,NULL,0,224,0
4304,61,844,1,3.02481,7.17435,45.1,-12.1,12.388,11.42,11.333,0.823,NULL,NULL,0,226,0
4306,61,863,1,3.07993,5.40497,7.2,0.2,11.903,10.515,10.39,1.18,NULL,NULL,0,228,0
4307,61,922,1,3.0632,5.45281,10.3,-9.3,11.697,10.312,10.187,1.177,NULL,NULL,0,229,0
4308,61,937,1,3.08629,5.47091,10.8,-4.6,10.257,9.918,9.887,0.288,NULL,NULL,0,230,0
4309,61,980,1,3.06924,5.54756,12.2,-14.1,12.177,11,10.894,1,NULL,NULL,0,231,0
4311,61,986,1,3.04708,5.7483,37.8,-1.2,9.942,9.27,9.21,0.571,18918,NULL,0,233,0
4313,61,993,1,3.0587,5.33537,56.9,-19.2,10.234,8.987,8.875,1.06,19001,NULL,0,235,0
4314,61,996,1,3.04442,5.18818,11.7,-9.2,7.412,7.419,7.42,-0.006,18910,NULL,0,236,0
4315,61,997,1,3.10791,6.59545,33.9,2.9,11.335,10.641,10.579,0.59,NULL,NULL,0,237,0
4316,61,1011,1,3.00852,6.26423,1.2,1.1,12.075,10.537,10.399,1.307,NULL,NULL,0,238,0
4317,61,1018,1,3.01829,5.432,9.2,1,10.799,10.327,10.285,0.401,NULL,NULL,0,239,0
4319,61,1023,1,3.06121,6.62265,7.8,0.5,12.027,10.559,10.427,1.248,NULL,NULL,0,241,0
4320,61,1026,1,3.03719,5.64448,17.1,3.5,10.464,9.279,9.172,1.007,18872,NULL,0,242,0
4322,61,1059,1,3.0418,5.58624,-12.1,-34.7,10.163,9.652,9.606,0.434,NULL,NULL,0,244,0
4324,61,1117,1,3.10552,5.31471,-3.2,9.5,10.327,8.954,8.83,1.167,19292,NULL,0,246,0
4325,61,1171,1,3.06291,6.34644,15.3,-0.8,11.46,11.141,11.112,0.271,NULL,NULL,0,247,0
4326,61,1176,1,3.08413,6.12217,-0.8,2.6,11.358,10.499,10.422,0.73,NULL,NULL,0,248,0
4327,61,1188,1,3.096,6.52085,1.4,-23.5,9.435,9.387,9.383,0.041,19228,NULL,0,249,0
4329,61,1222,1,3.00287,5.22587,-19.4,-6.3,11.689,11.446,11.424,0.207,NULL,NULL,0,251,0
4330,62,28,1,3.19213,6.83096,33,-35.9,11.826,10.363,10.231,1.244,NULL,NULL,0,252,0
4331,62,67,1,3.19758,7.43402,9.5,-25.3,11.4,10.74,10.681,0.561,NULL,NULL,0,253,0
4332,62,71,1,3.26493,6.81998,47.5,4.6,10.933,10.243,10.181,0.587,NULL,NULL,0,254,0
4333,62,96,1,3.30129,6.50009,-3.2,-3.3,11.798,10.357,10.227,1.225,NULL,NULL,0,255,0
4334,62,137,1,3.22475,7.07331,37,9.3,11.556,10.626,10.542,0.791,NULL,NULL,0,256,0
4335,62,169,1,3.17637,7.13626,22.8,-3,11.309,10.578,10.512,0.621,NULL,NULL,0,257,0
4336,62,204,1,3.20811,5.82078,-16.3,-20.4,10.206,9.868,9.838,0.287,NULL,NULL,0,258,0
4337,62,217,1,3.29444,7.14697,31.3,-11.8,11.473,10.148,10.029,1.126,NULL,NULL,0,259,0
4339,62,235,1,3.26684,7.46102,43.3,-28.6,12.238,10.281,10.105,1.663,NULL,NULL,0,261,0
4341,62,279,1,3.23449,7.21683,31.4,-41.4,11.905,10.391,10.255,1.287,NULL,NULL,0,263,0
4342,62,306,1,3.26546,7.18097,-5.7,-9.7,12.372,10.32,10.135,1.744,NULL,NULL,0,264,0
4343,62,310,1,3.25972,7.16693,15.1,3.6,12.324,10.562,10.403,1.498,NULL,NULL,0,265,0
4344,62,319,1,3.31295,7.10458,32.1,-91.6,11.015,10.135,10.056,0.748,NULL,NULL,0,266,0
4347,62,362,1,3.31757,7.42374,-4.7,-33.3,9.674,9.126,9.077,0.466,20590,NULL,0,269,0
4349,62,374,1,3.29455,7.22104,54.5,-6.5,10.751,10.073,10.012,0.576,NULL,NULL,0,271,0
4350,62,389,1,3.25224,7.10102,46.5,-27.8,9.924,9.008,8.926,0.779,20213,NULL,0,272,0
4351,62,459,1,3.2272,7.08393,24.3,-83.4,11.25,10.453,10.381,0.677,NULL,NULL,0,273,0
4352,62,477,1,3.27529,5.84406,-22.2,-22.6,10.539,9.503,9.41,0.881,NULL,NULL,0,274,0
4354,62,487,1,3.17012,5.78911,-14.8,-42.1,10.788,10.224,10.173,0.479,NULL,NULL,0,276,0
4357,62,591,1,3.23054,7.13456,-47.7,-42.2,11.517,10.816,10.753,0.596,NULL,NULL,0,279,0
4358,62,648,1,3.28559,6.1203,1.3,-7.9,12.162,10.39,10.231,1.506,NULL,NULL,0,280,0
4359,62,672,1,3.29409,6.69441,16.9,2.2,11.956,10.368,10.225,1.35,NULL,NULL,0,281,0
4360,62,692,1,3.31334,5.99812,3,-16.7,11.319,10.029,9.913,1.097,NULL,NULL,0,282,0
4361,62,699,1,3.27301,5.60774,-21.8,-21.8,11.394,10.388,10.297,0.855,NULL,NULL,0,283,0
4363,62,757,1,3.29295,6.97545,-13.6,-11.8,11.19,10.568,10.512,0.529,NULL,NULL,0,285,0
4364,62,825,1,3.25854,6.69602,14.1,-2.4,12.227,10.582,10.434,1.398,NULL,NULL,0,286,0
4366,62,910,1,3.24333,7.1154,-14.9,-12.4,11.726,11.049,10.988,0.575,NULL,NULL,0,288,0
4368,62,945,1,3.26016,5.46277,-12.8,-20.4,11.031,10.442,10.389,0.501,NULL,NULL,0,290,0
4370,62,1000,1,3.28082,7.41403,22.1,-1.1,10.71,10.018,9.956,0.588,NULL,NULL,0,292,0
4371,62,1020,1,3.24197,5.74162,163.9,13.8,11.141,10.31,10.235,0.706,NULL,NULL,0,293,0
4372,62,1143,1,3.17197,5.23297,13.7,-12.3,11.374,10.506,10.428,0.738,NULL,NULL,0,294,0
4373,62,1145,1,3.19103,5.23154,14.4,0.7,11.394,10.929,10.887,0.395,NULL,NULL,0,295,0
4375,62,1185,1,3.27615,6.28367,8.6,-33.9,11.603,10.144,10.013,1.24,NULL,NULL,0,297,0
4376,62,1230,1,3.31903,6.51397,1,-4.3,11.758,10.975,10.905,0.666,NULL,NULL,0,298,0
4377,62,1249,1,3.19967,5.43397,-2.6,-11.2,9.872,9.588,9.562,0.241,19885,NULL,0,299,0
4378,62,1251,1,3.24151,5.00007,-10.4,3.4,11.28,10.665,10.61,0.523,NULL,NULL,0,300,0
4379,62,1277,1,3.29808,5.14909,-3.8,-13.7,10.454,10.065,10.03,0.331,NULL,NULL,0,301,0
4380,62,1301,1,3.18952,5.30942,-31.1,-29.1,11.609,11.176,11.137,0.368,NULL,NULL,0,302,0
4381,62,1326,1,3.29534,5.67816,25,13,11.015,10.463,10.413,0.469,NULL,NULL,0,303,0
4383,62,1336,1,3.30669,5.94425,17.7,-18.9,10.905,9.396,9.26,1.283,NULL,NULL,0,305,0
4384,62,1359,1,3.21101,5.21094,25.5,-5.3,10.108,9.5,9.445,0.517,NULL,NULL,0,306,0
4385,62,1395,1,3.23394,6.68719,-14.1,-22.3,11.81,10.058,9.9,1.489,NULL,NULL,0,307,0
4386,62,1444,1,3.31904,5.71656,8.5,-23.5,10.854,10.217,10.16,0.541,NULL,NULL,0,308,0
4388,63,6,1,3.40156,7.4908,23.3,-29.8,12.523,10.748,10.588,1.509,NULL,NULL,0,310,0
4389,63,19,1,3.45877,7.36056,29.7,-13.6,11.075,10.607,10.565,0.398,NULL,NULL,0,311,0
4390,63,59,1,3.38884,7.17646,21.8,-12.3,12.404,10.8,10.656,1.363,NULL,NULL,0,312,0
4392,63,79,1,3.49249,6.48685,8.6,15.2,9.505,9.148,9.116,0.303,21613,NULL,0,314,0
4393,63,88,1,3.4892,6.63608,49.1,-54.7,11.281,10.407,10.328,0.743,NULL,NULL,0,315,0
